"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"484","MORDIALLOC","11","135","8.9","2006","400000","house"
"485","MORNINGTON","13","110","7.7","2006","346000","house"
"486","MORTLAKE","25","0","NA","2006","150000","house"
"487","MORWELL","1","25","2.2","2006","123000","house"
"488","MOUNT BEAUTY","-3","5","0.4","2006","175000","house"
"489","MOUNT CLEAR","5","45","3.8","2006","233000","house"
"490","MOUNT DANDENONG","5","90","6.6","2006","337500","house"
"491","MOUNT DUNEED","-22","NA","NA","2006","NA","house"
"492","MOUNT ELIZA","14","90","6.7","2006","499000","house"
"493","MOUNT EVELYN","11","103","7.3","2006","271000","house"
"494","MOUNT HELEN","-1","37","3.2","2006","258000","house"
"495","MOUNT MACEDON","18","83","6.2","2006","410000","house"
"496","MOUNT MARTHA","21","97","7.0","2006","480000","house"
"497","MOUNT PLEASANT","1","69","5.4","2006","176000","house"
"498","MOUNT WAVERLEY","0","172","10.5","2006","465000","house"
"499","MULGRAVE","2","121","8.2","2006","355000","house"
"500","MURCHISON","13","18","1.7","2006","158000","house"
"501","MURRUMBEENA","7","136","8.9","2006","545000","house"
"502","MURTOA","7","30","2.7","2006","75000","house"
"503","MYRTLEFORD","8","16","1.5","2006","225000","house"
"504","NAGAMBIE","-9","55","4.5","2006","212500","house"
"505","NAR NAR GOON","-18","84","6.3","2006","245000","house"
"506","NARRE WARREN","13","87","6.5","2006","259000","house"
"507","NARRE WARREN NORTH","-3","88","6.5","2006","403500","house"
"508","NARRE WARREN SOUTH","10","77","5.9","2006","299000","house"
"509","NATHALIA","4","23","2.1","2006","150000","house"
"510","NATIMUK","1","24","2.1","2006","131000","house"
"511","NEERIM SOUTH","23","92","6.7","2006","179500","house"
"512","NERRINA","-1","178","10.8","2006","185000","house"
"513","NEW GISBORNE","8","41","3.5","2006","382500","house"
"514","NEWBOROUGH","2","43","3.7","2006","157000","house"
"515","NEWCOMB","7","63","5.0","2006","190000","house"
"516","NEWHAVEN","-5","39","3.3","2006","330000","house"
"517","NEWINGTON","8","52","4.3","2006","245000","house"
"518","NEWLANDS ARM","14","163","10.2","2006","144500","house"
"519","NEWPORT","15","124","8.4","2006","423000","house"
"520","NEWSTEAD","2","89","6.6","2006","196500","house"
"521","NEWTOWN (GEELONG)","12","102","7.3","2006","356000","house"
"522","NHILL","9","49","4.1","2006","94000","house"
"523","NICHOLS POINT","-5","66","5.2","2006","212000","house"
"524","NIDDRIE","8","117","8.0","2006","415000","house"
"525","NOBLE PARK","18","142","9.3","2006","250000","house"
"526","NOBLE PARK NORTH","15","116","8.0","2006","262000","house"
"527","NORLANE","9","71","5.5","2006","138500","house"
"528","NORTH BENDIGO","-3","51","4.2","2006","183500","house"
"529","NORTH GEELONG","0","52","4.3","2006","222500","house"
"530","NORTH MELBOURNE","29","134","8.9","2006","510000","house"
"531","NORTH WONTHAGGI","-6","23","2.1","2006","210000","house"
"532","NORTHCOTE","15","152","9.7","2006","460000","house"
"533","NOTTING HILL","12","161","10.1","2006","334000","house"
"534","NUMURKAH","-11","11","1.1","2006","175000","house"
"535","NUNAWADING","9","167","10.3","2006","361000","house"
"536","NYAH","-3","30","2.7","2006","120000","house"
"537","NYORA","19","71","5.5","2006","170000","house"
"538","OAK PARK","22","124","8.4","2006","360000","house"
"539","OAKLEIGH","6","147","9.5","2006","430500","house"
"540","OAKLEIGH EAST","0","152","9.7","2006","390000","house"
"541","OAKLEIGH SOUTH","8","133","8.8","2006","385500","house"
"542","OCEAN GROVE","8","72","5.5","2006","325000","house"
"543","OFFICER","3","50","4.2","2006","263000","house"
"544","OLINDA","12","95","6.9","2006","317500","house"
"545","ORBOST","10","16","1.5","2006","138500","house"
"546","ORMOND","18","135","8.9","2006","650000","house"
"547","OSBORNE","10","94","6.8","2006","330000","house"
"548","OUYEN","14","85","6.3","2006","65000","house"
"549","PAKENHAM","9","62","5.0","2006","245000","house"
"550","PARADISE BEACH","6","33","2.9","2006","150000","house"
"551","PARK ORCHARDS","9","130","8.7","2006","580000","house"
"552","PARKDALE","12","111","7.7","2006","512500","house"
"553","PARKVILLE","36","120","8.2","2006","842500","house"
"554","PASCOE VALE","10","127","8.5","2006","350000","house"
"555","PASCOE VALE SOUTH","12","118","8.1","2006","383000","house"
"556","PATTERSON GARDENS","10","80","6.1","2006","450000","house"
"557","PATTERSON LAKES","2","61","4.9","2006","500000","house"
"558","PAYNESVILLE","1","22","2.0","2006","250000","house"
"559","PEARCEDALE","14","109","7.7","2006","255000","house"
"560","PENSHURST","-20","58","4.7","2006","96000","house"
"561","PIONEER BAY","-10","37","3.2","2006","157000","house"
"562","PLENTY","-10","88","6.5","2006","440000","house"
"563","POINT COOK","16","63","5.0","2006","330000","house"
"564","POINT LONSDALE","-4","35","3.0","2006","475000","house"
"565","POOWONG","35","79","6.0","2006","181500","house"
"566","POREPUNKAH","2","19","1.7","2006","278000","house"
"567","PORT ALBERT","10","8","0.8","2006","200000","house"
"568","PORT FAIRY","6","58","4.7","2006","300000","house"
"569","PORT MELBOURNE","6","105","7.5","2006","657500","house"
"570","PORTARLINGTON","13","59","4.8","2006","289000","house"
"571","PORTLAND","0","15","1.4","2006","192000","house"
"572","PORTLAND NORTH","-12","181","10.9","2006","103500","house"
"573","PORTSEA","-5","70","5.5","2006","1005000","house"
"574","PRAHRAN","13","131","8.7","2006","658500","house"
"575","PRESTON","10","137","9.0","2006","370000","house"
"576","PRINCES HILL","32","161","10.1","2006","645000","house"
"577","PYRAMID HILL","0","7","0.7","2006","105000","house"
"578","QUARRY HILL","-8","43","3.7","2006","243500","house"
"579","QUEENSCLIFF","14","68","5.4","2006","475000","house"
"580","RAINBOW","-10","6","0.6","2006","57500","house"
"581","RAVENHALL","6","18","1.6","2006","324500","house"
"582","RAYMOND ISLAND","16","16","1.5","2006","285000","house"
"583","RED CLIFFS","-6","4","0.4","2006","159000","house"
"584","RED HILL","9","82","6.2","2006","388000","house"
"585","REDAN","3","39","3.3","2006","184000","house"
"586","RESEARCH","25","130","8.7","2006","372500","house"
"587","RESERVOIR","15","132","8.8","2006","304000","house"
"588","RHYLL","3","45","3.8","2006","288000","house"
"589","RICHMOND","10","123","8.4","2006","560000","house"
"590","RIDDELLS CREEK","2","71","5.5","2006","271500","house"
"591","RINGWOOD","6","147","9.5","2006","333500","house"
"592","RINGWOOD EAST","7","150","9.6","2006","320000","house"
"593","RINGWOOD NORTH","7","113","7.9","2006","392000","house"
"594","RIPPLESIDE","19","99","7.1","2006","348000","house"
"595","RIPPONLEA","22","124","8.4","2006","760000","house"
"596","ROBINVALE","-8","26","2.3","2006","135000","house"
"597","ROCHESTER","3","34","3.0","2006","180000","house"
"598","ROCKBANK","16","93","6.8","2006","180000","house"
"599","ROMSEY","2","57","4.6","2006","274500","house"
"600","ROSANNA","7","130","8.7","2006","426500","house"
"601","ROSEBUD","14","89","6.5","2006","236000","house"
"602","ROSEBUD SOUTH","7","89","6.5","2006","293000","house"
"603","ROSEDALE","17","77","5.9","2006","130000","house"
"604","ROWVILLE","9","115","8.0","2006","360000","house"
"605","ROXBURGH PARK","8","57","4.6","2006","278000","house"
"606","RUSHWORTH","19","47","3.9","2006","143000","house"
"607","RUTHERGLEN","12","28","2.5","2006","200000","house"
"608","RYE","13","93","6.8","2006","285000","house"
"609","SAFETY BEACH","10","69","5.4","2006","385000","house"
"610","SAILORS GULLY","-6","22","2.0","2006","180000","house"
"611","SALE","-1","41","3.5","2006","210000","house"
"612","SAN REMO","10","61","4.9","2006","285000","house"
"613","SANCTUARY LAKES","-1","36","3.1","2006","415000","house"
"614","SANDHURST","9","125","8.4","2006","300000","house"
"615","SANDRINGHAM","18","117","8.1","2006","810000","house"
"616","SANDY POINT","-4","12","1.1","2006","320000","house"
"617","SASSAFRAS","17","108","7.6","2006","318000","house"
"618","SCORESBY","6","135","8.9","2006","298000","house"
"619","SEA LAKE","-21","-11","-1.2","2006","84500","house"
"620","SEABROOK","12","91","6.7","2006","266000","house"
"621","SEAFORD","22","114","7.9","2006","271000","house"
"622","SEAHOLME","8","109","7.7","2006","416000","house"
"623","SEASPRAY","-27","35","3.0","2006","130000","house"
"624","SEBASTOPOL","2","38","3.3","2006","180000","house"
"625","SEDDON","12","148","9.5","2006","376000","house"
"626","SELBY","12","76","5.8","2006","300000","house"
"627","SEVILLE","13","99","7.1","2006","255000","house"
"628","SEVILLE EAST","15","82","6.2","2006","248500","house"
"629","SEYMOUR","7","30","2.6","2006","185000","house"
"630","SHEPPARTON","5","12","1.2","2006","233500","house"
"631","SHEPPARTON NORTH","1","0","NA","2006","NA","house"
"632","SHOREHAM","-7","65","5.1","2006","510000","house"
"633","SILVERLEAVES","-8","13","1.2","2006","396000","house"
"634","SKENES CREEK","9","16","1.5","2006","460000","house"
"635","SKIPTON","23","45","3.8","2006","117000","house"
"636","SKYE","12","71","5.5","2006","280000","house"
"637","SMITHS BEACH","7","73","5.6","2006","280000","house"
"638","SOLDIERS HILL","21","68","5.4","2006","222000","house"
"639","SOMERS","8","98","7.0","2006","380000","house"
"640","SOMERVILLE","11","82","6.2","2006","258500","house"
"641","SORRENTO","33","100","7.2","2006","570000","house"
"642","SOUTH DUDLEY","26","78","6.0","2006","156500","house"
"643","SOUTH GEELONG","9","60","4.8","2006","297500","house"
"644","SOUTH KINGSVILLE","20","128","8.6","2006","395000","house"
"645","SOUTH MELBOURNE","23","158","9.9","2006","613000","house"
"646","SOUTH MORANG","11","53","4.3","2006","327500","house"
"647","SOUTH YARRA","8","108","7.6","2006","873000","house"
"648","SPOTSWOOD","14","133","8.8","2006","388000","house"
"649","SPRING GULLY","0","42","3.6","2006","246500","house"
"650","SPRINGVALE","10","156","9.8","2006","272000","house"
"651","SPRINGVALE SOUTH","12","133","8.8","2006","270500","house"
"652","ST ALBANS","19","135","8.9","2006","217000","house"
"653","ST ALBANS PARK","1","41","3.5","2006","235000","house"
"654","ST ANDREWS BEACH","22","94","6.9","2006","352500","house"
"655","ST ARNAUD","1","33","2.9","2006","107000","house"
"656","ST HELENA","13","80","6.0","2006","445000","house"
"657","ST KILDA","12","106","7.5","2006","631000","house"
"658","ST KILDA EAST","18","153","9.7","2006","647500","house"
"659","ST KILDA WEST","-13","69","5.4","2006","1036000","house"
"660","ST LEONARDS","11","54","4.4","2006","270000","house"
"661","STAWELL","-1","20","1.9","2006","145500","house"
"662","STRATFORD","4","57","4.6","2006","171500","house"
"663","STRATHDALE","8","76","5.8","2006","253500","house"
"664","STRATHFIELDSAYE","4","49","4.0","2006","285000","house"
"665","STRATHMERTON","-4","21","1.9","2006","151000","house"
"666","STRATHMORE","14","123","8.3","2006","510000","house"
"667","STRATHMORE HEIGHTS","15","132","8.8","2006","348000","house"
"668","STUDFIELD","6","160","10.0","2006","321000","house"
"669","SUNBURY","8","64","5.1","2006","243000","house"
"670","SUNDERLAND BAY","25","42","3.6","2006","253500","house"
"671","SUNNYCLIFFS","-4","-12","-1.2","2006","255000","house"
"672","SUNSET STRIP","13","53","4.4","2006","222000","house"
"673","SUNSHINE","28","185","11.1","2006","240000","house"
"674","SUNSHINE NORTH","12","139","9.1","2006","233500","house"
"675","SUNSHINE WEST","15","114","7.9","2006","242000","house"
"676","SURF BEACH","17","64","5.1","2006","253000","house"
"677","SURREY HILLS","2","150","9.6","2006","715000","house"
"678","SWAN HILL","6","25","2.3","2006","210000","house"
"679","SYDENHAM","15","84","6.3","2006","275000","house"
"680","SYNDAL","-6","192","11.3","2006","482000","house"
"681","TALLANGATTA","-5","35","3.0","2006","164500","house"
"682","TARNEIT","12","60","4.8","2006","278500","house"
"683","TATURA","0","15","1.4","2006","203000","house"
"684","TAWONGA SOUTH","16","40","3.4","2006","213000","house"
"685","TAYLORS HILL","13","97","7.0","2006","304500","house"
"686","TAYLORS LAKES","12","92","6.7","2006","331500","house"
"687","TECOMA","18","113","7.9","2006","282500","house"
"688","TEMPLESTOWE","8","129","8.6","2006","555500","house"
"689","TEMPLESTOWE LOWER","4","150","9.6","2006","440000","house"
"690","TENBY POINT","2","57","4.6","2006","175000","house"
"691","TERANG","-27","-17","-1.8","2006","180000","house"
"692","THE BASIN","7","108","7.6","2006","281500","house"
"693","THE PATCH","10","78","5.9","2006","312500","house"
"694","THOMASTOWN","12","88","6.5","2006","260500","house"
"695","THOMSON (GEELONG)","6","67","5.2","2006","185000","house"
"696","THORNBURY","17","146","9.4","2006","439500","house"
"697","TIMBOON","-10","-17","-1.8","2006","258000","house"
"698","TONGALA","30","34","3.0","2006","152500","house"
"699","TOORA","-17","10","0.9","2006","177500","house"
"700","TOORADIN","-13","55","4.5","2006","265000","house"
"701","TOORAK","19","119","8.1","2006","2150000","house"
"702","TOOTGAROOK","14","86","6.4","2006","247000","house"
"703","TORQUAY","8","72","5.6","2006","390000","house"
"704","TRAFALGAR","1","73","5.6","2006","181000","house"
"705","TRARALGON","-1","39","3.4","2006","193000","house"
"706","TRARALGON EAST","3","45","3.8","2006","307000","house"
"707","TRAVANCORE","31","98","7.1","2006","660000","house"
"708","TRENTHAM","6","88","6.5","2006","240000","house"
"709","TRUGANINA","9","56","4.6","2006","275000","house"
"710","TULLAMARINE","12","100","7.2","2006","265000","house"
"711","TYABB","9","79","6.0","2006","240000","house"
"712","TYLDEN","6","91","6.7","2006","195000","house"
"713","UPPER FERNTREE GULLY","10","92","6.8","2006","294000","house"
"714","UPWEY","13","91","6.7","2006","305000","house"
"715","VENTNOR","1","56","4.6","2006","272500","house"
"716","VENUS BAY","10","36","3.1","2006","190000","house"
"717","VERMONT","5","150","9.6","2006","360000","house"
"718","VERMONT SOUTH","8","147","9.5","2006","438000","house"
"719","VIEWBANK","12","124","8.4","2006","411500","house"
"720","VIOLET TOWN","21","61","4.9","2006","150000","house"
"721","WAHGUNYAH","9","45","3.8","2006","200000","house"
"722","WALLAN","2","41","3.5","2006","261500","house"
"723","WALLAN EAST","13","56","4.5","2006","225000","house"
"724","WANDANA HEIGHTS","0","46","3.9","2006","406000","house"
"725","WANDILIGONG","-9","91","6.7","2006","182000","house"
"726","WANDIN NORTH","3","94","6.8","2006","256000","house"
"727","WANGARATTA","-1","26","2.3","2006","215000","house"
"728","WANTIRNA","6","137","9.0","2006","337000","house"
"729","WANTIRNA SOUTH","-1","133","8.8","2006","376000","house"
"730","WARBURTON","13","59","4.8","2006","230000","house"
"731","WARNEET","-1","58","4.7","2006","247500","house"
"732","WARRACKNABEAL","11","44","3.7","2006","85000","house"
"733","WARRAGUL","4","58","4.7","2006","225000","house"
"734","WARRANDYTE","7","99","7.1","2006","445000","house"
"735","WARRANWOOD","9","89","6.6","2006","455000","house"
"736","WARRNAMBOOL","-3","19","1.7","2006","270000","house"
"737","WATERWAYS","16","166","10.3","2006","394500","house"
"738","WATSONIA","14","129","8.6","2006","305000","house"
"739","WATSONIA NORTH","10","109","7.6","2006","335500","house"
"740","WATTLE GLEN","2","64","5.1","2006","352500","house"
"741","WAURN PONDS","4","52","4.3","2006","329500","house"
"742","WEDDERBURN","26","32","2.8","2006","105000","house"
"743","WEIR VIEWS","-3","NA","NA","2006","NA","house"
"744","WENDOUREE","1","35","3.0","2006","187500","house"
"745","WENDOUREE WEST","-12","34","2.9","2006","136500","house"
"746","WERRIBEE","13","76","5.8","2006","218500","house"
"747","WERRIBEE SOUTH","-20","67","5.3","2006","326500","house"
"748","WESBURN","14","112","7.8","2006","212000","house"
"749","WEST FOOTSCRAY","10","145","9.4","2006","321000","house"
"750","WEST MELBOURNE","19","112","7.8","2006","557000","house"
"751","WEST WODONGA","1","14","1.4","2006","270000","house"
"752","WESTALL","6","123","8.4","2006","300000","house"
